cityCode,cityName,townCode,townName,dateCode,dateName,url
2800,인천광역시,2810,옹진군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=2800&townCode=2810&dateCode=1
2900,광주광역시,2901,동구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=2900&townCode=2901&dateCode=1
2900,광주광역시,2902,서구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=2900&townCode=2902&dateCode=1
2900,광주광역시,2903,남구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=2900&townCode=2903&dateCode=1
2900,광주광역시,2904,북구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=2900&townCode=2904&dateCode=1
2900,광주광역시,2905,광산구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=2900&townCode=2905&dateCode=1
3000,대전광역시,3001,동구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3000&townCode=3001&dateCode=1
3000,대전광역시,3002,중구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3000&townCode=3002&dateCode=1
3000,대전광역시,3003,서구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3000&townCode=3003&dateCode=1
3000,대전광역시,3004,유성구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3000&townCode=3004&dateCode=1
3000,대전광역시,3005,대덕구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3000&townCode=3005&dateCode=1
3100,울산광역시,3101,중구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3100&townCode=3101&dateCode=1
3100,울산광역시,3102,남구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3100&townCode=3102&dateCode=1
3100,울산광역시,3103,동구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3100&townCode=3103&dateCode=1
3100,울산광역시,3104,북구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3100&townCode=3104&dateCode=1
3100,울산광역시,3105,울주군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=3100&townCode=3105&dateCode=1
5100,세종특별자치시,5101,세종특별자치시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5100&townCode=5101&dateCode=1
4100,경기도,4101,수원시장안구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4101&dateCode=1
4100,경기도,4102,수원시권선구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4102&dateCode=1
4100,경기도,4103,수원시팔달구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4103&dateCode=1
4100,경기도,4104,수원시영통구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4104&dateCode=1
4100,경기도,4105,성남시수정구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4105&dateCode=1
4100,경기도,4106,성남시중원구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4106&dateCode=1
4100,경기도,4107,성남시분당구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4107&dateCode=1
4100,경기도,4108,의정부시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4108&dateCode=1
4100,경기도,4109,안양시만안구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4109&dateCode=1
4100,경기도,4110,안양시동안구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4110&dateCode=1
4100,경기도,4150,부천시원미구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4150&dateCode=1
4100,경기도,4151,부천시소사구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4151&dateCode=1
4100,경기도,4152,부천시오정구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4152&dateCode=1
4100,경기도,4114,광명시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4114&dateCode=1
4100,경기도,4115,평택시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4115&dateCode=1
4100,경기도,4116,양주시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4116&dateCode=1
4100,경기도,4117,동두천시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4117&dateCode=1
4100,경기도,4118,안산시상록구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4118&dateCode=1
4100,경기도,4119,안산시단원구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4119&dateCode=1
4100,경기도,4120,고양시덕양구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4120&dateCode=1
4100,경기도,4121,고양시일산동구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4121&dateCode=1
4100,경기도,4122,고양시일산서구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4122&dateCode=1
4100,경기도,4123,과천시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4123&dateCode=1
4100,경기도,4124,의왕시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4124&dateCode=1
4100,경기도,4125,구리시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4125&dateCode=1
4100,경기도,4126,남양주시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4126&dateCode=1
4100,경기도,4127,오산시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4127&dateCode=1
4100,경기도,4153,화성시만세구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4153&dateCode=1
4100,경기도,4154,화성시효행구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4154&dateCode=1
4100,경기도,4155,화성시병점구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4155&dateCode=1
4100,경기도,4156,화성시동탄구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4156&dateCode=1
4100,경기도,4129,시흥시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4129&dateCode=1
4100,경기도,4130,군포시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4130&dateCode=1
4100,경기도,4131,하남시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4131&dateCode=1
4100,경기도,4132,파주시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4132&dateCode=1
4100,경기도,4133,여주시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4133&dateCode=1
4100,경기도,4134,이천시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4134&dateCode=1
4100,경기도,4135,용인시처인구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4135&dateCode=1
4100,경기도,4136,용인시수지구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4136&dateCode=1
4100,경기도,4137,용인시기흥구,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4137&dateCode=1
4100,경기도,4138,안성시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4138&dateCode=1
4100,경기도,4139,김포시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4139&dateCode=1
4100,경기도,4140,광주시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4140&dateCode=1
4100,경기도,4141,포천시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4141&dateCode=1
4100,경기도,4142,연천군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4142&dateCode=1
4100,경기도,4143,양평군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4143&dateCode=1
4100,경기도,4144,가평군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=4100&townCode=4144&dateCode=1
5200,강원특별자치도,5201,춘천시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5201&dateCode=1
5200,강원특별자치도,5202,원주시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5202&dateCode=1
5200,강원특별자치도,5203,강릉시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5203&dateCode=1
5200,강원특별자치도,5204,동해시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5204&dateCode=1
5200,강원특별자치도,5205,삼척시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5205&dateCode=1
5200,강원특별자치도,5206,태백시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5206&dateCode=1
5200,강원특별자치도,5207,정선군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5207&dateCode=1
5200,강원특별자치도,5208,속초시,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5208&dateCode=1
5200,강원특별자치도,5209,고성군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5209&dateCode=1
5200,강원특별자치도,5210,양양군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5210&dateCode=1
5200,강원특별자치도,5211,인제군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5211&dateCode=1
5200,강원특별자치도,5212,홍천군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5212&dateCode=1
5200,강원특별자치도,5213,횡성군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5213&dateCode=1
5200,강원특별자치도,5214,영월군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5214&dateCode=1
5200,강원특별자치도,5215,평창군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5215&dateCode=1
5200,강원특별자치도,5216,화천군,1,1일차,https://info.nec.go.kr/main/showDocument.xhtml?electionId=0020250603&topMenuId=VC&secondMenuId=VCAP02&cityCode=5200&townCode=5216&dateCode=1
